DATE,RELACBW027SBOG
2004-10-27,2504.5471
2004-11-03,2511.2752
2004-11-10,2516.2181
2004-11-17,2530.9304
2004-11-24,2531.0119
2004-12-01,2534.9561
2004-12-08,2540.9045
2004-12-15,2549.8814
2004-12-22,2558.7903
2004-12-29,2560.6327
2005-01-05,2563.2919
2005-01-12,2572.8041
2005-01-19,2578.3837
2005-01-26,2579.6329
2005-02-02,2584.0505
2005-02-09,2588.673
2005-02-16,2595.1586
2005-02-23,2621.6825
2005-03-02,2630.8901
2005-03-09,2636.3064
2005-03-16,2647.0019
2005-03-23,2657.1786
2005-03-30,2662.0727
2005-04-06,2675.1962
2005-04-13,2674.1646
2005-04-20,2687.2229
2005-04-27,2686.6985
2005-05-04,2683.8276
2005-05-11,2685.8752
2005-05-18,2692.1944
2005-05-25,2703.3597
2005-06-01,2711.758
2005-06-08,2716.8681
2005-06-15,2727.5156
2005-06-22,2742.8773
2005-06-29,2745.9227
2005-07-06,2760.2359
2005-07-13,2772.1945
2005-07-20,2786.4842
2005-07-27,2792.1134
2005-08-03,2805.5375
2005-08-10,2811.0204
2005-08-17,2821.1264
2005-08-24,2831.4978
2005-08-31,2839.9905
2005-09-07,2840.8935
2005-09-14,2838.4424
2005-09-21,2845.9246
2005-09-28,2851.6957
2005-10-05,2858.6782
2005-10-12,2863.3225
2005-10-19,2871.0592
2005-10-26,2879.6332
2005-11-02,2875.9687
2005-11-09,2885.085
2005-11-16,2889.0282
2005-11-23,2904.7372
2005-11-30,2904.0294
2005-12-07,2917.6009
2005-12-14,2923.9933
2005-12-21,2924.7883
2005-12-28,2932.9644
2006-01-04,2934.4426
2006-01-11,2938.6364
2006-01-18,2941.4011
2006-01-25,2950.145
2006-02-01,2956.1789
2006-02-08,2960.1934
2006-02-15,2970.9793
2006-02-22,2982.7252
2006-03-01,2978.4076
2006-03-08,2978.7668
2006-03-15,2989.5146
2006-03-22,3003.2765
2006-03-29,3016.3315
2006-04-05,3018.8563
2006-04-12,3015.8586
2006-04-19,3035.4657
2006-04-26,3042.6966
2006-05-03,3040.9749
2006-05-10,3044.5601
2006-05-17,3055.1538
2006-05-24,3068.8909
2006-05-31,3073.2931
2006-06-07,3075.5376
2006-06-14,3078.9743
2006-06-21,3101.1141
2006-06-28,3111.9915
2006-07-05,3106.9762
2006-07-12,3115.6152
2006-07-19,3125.0774
2006-07-26,3128.9335
2006-08-02,3125.5957
2006-08-09,3121.381
2006-08-16,3129.5433
2006-08-23,3138.7808
2006-08-30,3131.7276
2006-09-06,3130.2111
2006-09-13,3125.1327
2006-09-20,3149.1901
2006-09-27,3165.6528
2006-10-04,3293.8872
2006-10-11,3299.8275
2006-10-18,3309.2271
2006-10-25,3316.8232
2006-11-01,3313.9056
2006-11-08,3316.5743
2006-11-15,3329.5617
2006-11-22,3343.2122
2006-11-29,3354.6333
2006-12-06,3346.8047
2006-12-13,3348.0328
2006-12-20,3392.1936
2006-12-27,3395.0573
2007-01-03,3371.8459
2007-01-10,3381.4024
2007-01-17,3387.3542
2007-01-24,3404.3437
2007-01-31,3411.9759
2007-02-07,3404.9713
2007-02-14,3422.3161
2007-02-21,3435.3112
2007-02-28,3423.7573
2007-03-07,3407.1346
2007-03-14,3333.3661
2007-03-21,3350.4073
2007-03-28,3359.0854
2007-04-04,3369.2807
2007-04-11,3382.8134
2007-04-18,3391.6487
2007-04-25,3401.6942
2007-05-02,3402.6831
2007-05-09,3401.486
2007-05-16,3403.834
2007-05-23,3418.3928
2007-05-30,3417.6296
2007-06-06,3415.4925
2007-06-13,3412.2849
2007-06-20,3435.6857
2007-06-27,3440.9022
2007-07-04,3438.3533
2007-07-11,3444.4016
2007-07-18,3444.9925
2007-07-25,3452.9323
2007-08-01,3456.7529
2007-08-08,3457.6074
2007-08-15,3456.8995
2007-08-22,3475.8044
2007-08-29,3484.1775
2007-09-05,3488.9994
2007-09-12,3502.5593
2007-09-19,3502.2773
2007-09-26,3515.5138
2007-10-03,3502.3115
2007-10-10,3504.7662
2007-10-17,3572.0586
2007-10-24,3588.4942
2007-10-31,3591.3703
2007-11-07,3591.8825
2007-11-14,3573.0398
2007-11-21,3585.6465
2007-11-28,3590.818
2007-12-05,3593.7337
2007-12-12,3585.3575
2007-12-19,3598.509
2007-12-26,3608.9204
2008-01-02,3611.1344
2008-01-09,3610.7818
2008-01-16,3606.1476
2008-01-23,3615.7941
2008-01-30,3621.2942
2008-02-06,3618.3978
2008-02-13,3618.4528
2008-02-20,3635.8618
2008-02-27,3641.6897
2008-03-05,3632.8643
2008-03-12,3634.4756
2008-03-19,3659.9663
2008-03-26,3653.499
2008-04-02,3655.3286
2008-04-09,3661.18
2008-04-16,3663.755
2008-04-23,3658.1608
2008-04-30,3659.626
2008-05-07,3651.279
2008-05-14,3648.8179
2008-05-21,3656.6989
2008-05-28,3646.8022
2008-06-04,3642.0225
2008-06-11,3649.9688
2008-06-18,3641.8614
2008-06-25,3624.4149
2008-07-02,3626.5817
2008-07-09,3624.0265
2008-07-16,3627.9379
2008-07-23,3638.6056
2008-07-30,3631.9507
2008-08-06,3624.9768
2008-08-13,3623.4444
2008-08-20,3638.2977
2008-08-27,3636.127
2008-09-03,3628.4692
2008-09-10,3627.161
2008-09-17,3633.4733
2008-09-24,3631.7584
2008-10-01,3823.0977
2008-10-08,3815.4045
2008-10-15,3828.0889
2008-10-22,3834.3762
2008-10-29,3829.2242
2008-11-05,3820.9429
2008-11-12,3828.0701
2008-11-19,3819.6311
2008-11-26,3831.139
2008-12-03,3828.6745
2008-12-10,3829.9596
2008-12-17,3827.8907
2008-12-24,3814.788
2008-12-31,3800.3588
2009-01-07,3790.0418
2009-01-14,3793.1981
2009-01-21,3803.8192
2009-01-28,3810.453
2009-02-04,3817.5389
2009-02-11,3828.1932
2009-02-18,3827.0194
2009-02-25,3823.0047
2009-03-04,3831.9237
2009-03-11,3844.0113
2009-03-18,3811.0345
2009-03-25,3819.4792
2009-04-01,3823.8382
2009-04-08,3825.3853
2009-04-15,3819.9055
2009-04-22,3810.6563
2009-04-29,3899.3055
2009-05-06,3896.6454
2009-05-13,3873.2877
2009-05-20,3866.3484
2009-05-27,3874.6178
2009-06-03,3883.1541
2009-06-10,3878.7644
2009-06-17,3847.8235
2009-06-24,3846.6007
2009-07-01,3857.7425
2009-07-08,3856.5981
2009-07-15,3842.2928
2009-07-22,3827.4044
2009-07-29,3830.2947
2009-08-05,3835.3048
2009-08-12,3838.5672
2009-08-19,3811.0594
2009-08-26,3798.2183
2009-09-02,3787.6388
2009-09-09,3786.764
2009-09-16,3770.5916
2009-09-23,3753.7713
2009-09-30,3753.5039
2009-10-07,3750.7962
2009-10-14,3739.2793
2009-10-21,3727.6782
2009-10-28,3725.5723
2009-11-04,3810.9725
2009-11-11,3815.3788
2009-11-18,3804.1036
2009-11-25,3795.0367
2009-12-02,3797.0969
2009-12-09,3794.3998
2009-12-16,3783.3114
2009-12-23,3757.1543
2009-12-30,3767.7719
2010-01-06,3769.9218
2010-01-13,3762.3921
2010-01-20,3766.4855
2010-01-27,3744.5936
2010-02-03,3738.5805
2010-02-10,3737.6516
2010-02-17,3715.6725
2010-02-24,3711.3821
2010-03-03,3704.7859
2010-03-10,3705.0758
2010-03-17,3698.9075
2010-03-24,3692.6142
2010-03-31,3720.2117
2010-04-07,3715.9331
2010-04-14,3717.2178
2010-04-21,3712.5953
2010-04-28,3710.6141
2010-05-05,3705.5554
2010-05-12,3711.9615
2010-05-19,3701.6851
2010-05-26,3688.0676
2010-06-02,3688.0841
2010-06-09,3685.3781
2010-06-16,3685.596
2010-06-23,3676.4569
2010-06-30,3680.3089
2010-07-07,3675.4512
2010-07-14,3664.5728
2010-07-21,3657.7624
2010-07-28,3652.8595
2010-08-04,3656.868
2010-08-11,3661.4312
2010-08-18,3653.4513
2010-08-25,3648.7468
2010-09-01,3660.9917
2010-09-08,3658.1592
2010-09-15,3640.9803
2010-09-22,3635.8493
2010-09-29,3637.0503
2010-10-06,3642.3506
2010-10-13,3624.265
2010-10-20,3620.6949
2010-10-27,3625.0669
2010-11-03,3635.419
2010-11-10,3613.1157
2010-11-17,3623.0439
2010-11-24,3622.747
2010-12-01,3625.5621
2010-12-08,3630.4727
2010-12-15,3618.5662
2010-12-22,3602.7161
2010-12-29,3602.1422
2011-01-05,3607.9738
2011-01-12,3623.6627
2011-01-19,3601.6892
2011-01-26,3588.5329
2011-02-02,3590.2297
2011-02-09,3587.9161
2011-02-16,3566.225
2011-02-23,3561.9841
2011-03-02,3553.5372
2011-03-09,3553.6759
2011-03-16,3541.0658
2011-03-23,3536.2899
2011-03-30,3526.1707
2011-04-06,3528.6047
2011-04-13,3517.8387
2011-04-20,3522.4718
2011-04-27,3518.7927
2011-05-04,3514.8796
2011-05-11,3516.5273
2011-05-18,3500.2234
2011-05-25,3503.7763
2011-06-01,3507.21
2011-06-08,3501.556
2011-06-15,3504.5117
2011-06-22,3504.0327
2011-06-29,3494.2292
2011-07-06,3496.5388
2011-07-13,3504.2418
2011-07-20,3497.055
2011-07-27,3496.8203
2011-08-03,3492.8541
2011-08-10,3494.4896
2011-08-17,3492.8008
2011-08-24,3489.7928
2011-08-31,3494.651
2011-09-07,3491.693
2011-09-14,3485.6222
2011-09-21,3487.8294
2011-09-28,3493.8475
2011-10-05,3494.3087
2011-10-12,3503.9148
2011-10-19,3500.8293
2011-10-26,3493.7386
2011-11-02,3502.1124
2011-11-09,3512.0317
2011-11-16,3513.4407
2011-11-23,3492.8537
2011-11-30,3497.5361
2011-12-07,3504.7818
2011-12-14,3494.0031
2011-12-21,3478.8161
2011-12-28,3495.837
2012-01-04,3509.9376
2012-01-11,3514.3078
2012-01-18,3498.8837
2012-01-25,3494.5397
2012-02-01,3540.4111
2012-02-08,3539.4114
2012-02-15,3538.043
2012-02-22,3534.8353
2012-02-29,3545.4117
2012-03-07,3550.4713
2012-03-14,3545.5011
2012-03-21,3540.7121
2012-03-28,3544.3403
2012-04-04,3532.855
2012-04-11,3542.8593
2012-04-18,3546.609
2012-04-25,3535.7609
2012-05-02,3541.3084
2012-05-09,3545.2334
2012-05-16,3545.7309
2012-05-23,3532.2
2012-05-30,3531.8488
2012-06-06,3538.8729
2012-06-13,3524.8151
2012-06-20,3523.6298
2012-06-27,3529.6939
2012-07-04,3525.1342
2012-07-11,3529.6835
2012-07-18,3524.4733
2012-07-25,3522.6068
2012-08-01,3527.0198
2012-08-08,3533.3344
2012-08-15,3526.7993
2012-08-22,3519.7434
2012-08-29,3528.4157
2012-09-05,3527.4823
2012-09-12,3544.2077
2012-09-19,3533.2965
2012-09-26,3519.7494
2012-10-03,3528.892
2012-10-10,3534.9915
2012-10-17,3524.588
2012-10-24,3522.1039
2012-10-31,3527.8458
2012-11-07,3567.2917
2012-11-14,3554.796
2012-11-21,3546.0226
2012-11-28,3553.8004
2012-12-05,3540.5464
2012-12-12,3538.4858
2012-12-19,3554.6882
2012-12-26,3557.3807
2013-01-02,3563.1582
2013-01-09,3564.3128
2013-01-16,3559.448
2013-01-23,3552.9149
2013-01-30,3561.9589
2013-02-06,3563.0068
2013-02-13,3553.4162
2013-02-20,3544.6048
2013-02-27,3554.8943
2013-03-06,3556.8653
2013-03-13,3547.684
2013-03-20,3544.8139
2013-03-27,3544.1724
2013-04-03,3554.8905
2013-04-10,3564.4805
2013-04-17,3549.457
2013-04-24,3544.3692
2013-05-01,3551.4673
2013-05-08,3549.969
2013-05-15,3546.9164
2013-05-22,3541.9397
2013-05-29,3542.5447
2013-06-05,3541.4902
2013-06-12,3552.4085
2013-06-19,3549.8467
2013-06-26,3535.2826
2013-07-03,3538.7208
2013-07-10,3538.5793
2013-07-17,3543.6625
2013-07-24,3532.7201
2013-07-31,3536.7992
2013-08-07,3536.4324
2013-08-14,3523.2369
2013-08-21,3526.4888
2013-08-28,3526.1109
2013-09-04,3528.3356
2013-09-11,3531.0147
2013-09-18,3528.381
2013-09-25,3523.7143
2013-10-02,3525.5634
2013-10-09,3524.222
2013-10-16,3523.612
2013-10-23,3524.3909
2013-10-30,3524.9628
2013-11-06,3525.6094
2013-11-13,3522.0464
2013-11-20,3537.4286
2013-11-27,3531.3394
2013-12-04,3528.21
2013-12-11,3525.6827
2013-12-18,3536.1099
2013-12-25,3533.4968
2014-01-01,3534.4522
2014-01-08,3529.3853
2014-01-15,3532.5521
2014-01-22,3540.2818
2014-01-29,3539.205
2014-02-05,3536.2288
2014-02-12,3547.2827
2014-02-19,3550.9901
2014-02-26,3543.7842
2014-03-05,3549.6674
2014-03-12,3557.3
2014-03-19,3566.377
2014-03-26,3563.8671
2014-04-02,3567.8844
2014-04-09,3567.9843
2014-04-16,3571.8897
2014-04-23,3576.8805
2014-04-30,3579.8633
2014-05-07,3573.611
2014-05-14,3575.9626
2014-05-21,3586.4272
2014-05-28,3586.7372
2014-06-04,3591.7538
2014-06-11,3595.0254
2014-06-18,3600.3088
2014-06-25,3597.5777
2014-07-02,3602.9744
2014-07-09,3596.2213
2014-07-16,3604.7326
2014-07-23,3609.7979
2014-07-30,3611.4156
2014-08-06,3608.2189
2014-08-13,3609.7896
2014-08-20,3627.1947
2014-08-27,3619.5617
2014-09-03,3616.6607
2014-09-10,3617.7798
2014-09-17,3620.2239
2014-09-24,3625.7443
2014-10-01,3617.5436
2014-10-08,3615.9679
2014-10-15,3618.2646
2014-10-22,3630.567
2014-10-29,3620.8553
2014-11-05,3620.1979
2014-11-12,3627.8679
2014-11-19,3629.8605
2014-11-26,3626.1234
2014-12-03,3629.8648
2014-12-10,3631.4087
2014-12-17,3638.1435
2014-12-24,3639.6298
2014-12-31,3649.2382
2015-01-07,3645.1021
2015-01-14,3649.9947
2015-01-21,3656.282
2015-01-28,3661.1867
2015-02-04,3658.2129
2015-02-11,3665.252
2015-02-18,3671.0653
2015-02-25,3693.7596
2015-03-04,3695.8115
2015-03-11,3704.4344
2015-03-18,3713.2398
2015-03-25,3714.2938
2015-04-01,3721.5208
2015-04-08,3720.0025
2015-04-15,3718.3164
2015-04-22,3720.4164
2015-04-29,3721.55
2015-05-06,3720.8981
2015-05-13,3721.6733
2015-05-20,3732.7462
2015-05-27,3735.8063
2015-06-03,3741.2889
2015-06-10,3743.3111
2015-06-17,3747.8301
2015-06-24,3749.2258
2015-07-01,3756.8628
2015-07-08,3756.5357
2015-07-15,3757.1891
2015-07-22,3765.9156
2015-07-29,3768.7542
2015-08-05,3766.0917
2015-08-12,3777.3697
2015-08-19,3782.6382
2015-08-26,3779.0665
2015-09-02,3784.2315
2015-09-09,3785.6906
2015-09-16,3791.3229
2015-09-23,3798.285
2015-09-30,3810.1365
2015-10-07,3804.1414
2015-10-14,3805.2665
2015-10-21,3813.3999
2015-10-28,3817.4386
2015-11-04,3836.0144
2015-11-11,3841.9788
2015-11-18,3849.8692
2015-11-25,3851.2197
2015-12-02,3854.7118
2015-12-09,3859.879
2015-12-16,3868.0288
2015-12-23,3878.1366
2015-12-30,3881.7514
2016-01-06,3882.0269
2016-01-13,3881.6299
2016-01-20,3891.4982
2016-01-27,3899.7681
2016-02-03,3903.1556
2016-02-10,3908.8475
2016-02-17,3916.4467
2016-02-24,3920.4643
2016-03-02,3932.5696
2016-03-09,3937.5465
2016-03-16,3941.9097
2016-03-23,3946.6022
2016-03-30,3951.7053
2016-04-06,3951.0434
2016-04-13,3953.764
2016-04-20,3961.5182
2016-04-27,3968.369
2016-05-04,3973.0454
2016-05-11,3982.471
2016-05-18,3985.8845
2016-05-25,3992.0585
2016-06-01,3994.5402
2016-06-08,3996.8016
2016-06-15,4003.322
2016-06-22,4009.173
2016-06-29,4019.7876
2016-07-06,4022.2842
2016-07-13,4033.4048
2016-07-20,4028.6603
2016-07-27,4035.0039
2016-08-03,4039.5493
2016-08-10,4047.0796
2016-08-17,4051.6479
2016-08-24,4058.9852
2016-08-31,4070.0212
2016-09-07,4068.1913
2016-09-14,4070.1903
2016-09-21,4075.7745
2016-09-28,4082.1705
2016-10-05,4089.5711
2016-10-12,4098.042
2016-10-19,4096.3243
2016-10-26,4098.5988
2016-11-02,4105.732
2016-11-09,4110.3717
2016-11-16,4110.709
2016-11-23,4109.7126
2016-11-30,4112.0729
2016-12-07,4113.3398
2016-12-14,4110.7671
2016-12-21,4116.8437
2016-12-28,4122.9952
2017-01-04,4127.5685
2017-01-11,4137.3113
2017-01-18,4134.5019
2017-01-25,4136.4523
2017-02-01,4141.0784
2017-02-08,4143.1238
2017-02-15,4145.3572
2017-02-22,4145.8743
2017-03-01,4147.9167
2017-03-08,4151.1428
2017-03-15,4154.0938
2017-03-22,4156.6915
2017-03-29,4159.606
2017-04-05,4162.3062
2017-04-12,4163.9554
2017-04-19,4175.7566
2017-04-26,4176.9769
2017-05-03,4178.0676
2017-05-10,4182.7159
2017-05-17,4185.1801
2017-05-24,4191.2667
2017-05-31,4191.1866
2017-06-07,4192.0958
2017-06-14,4191.1917
2017-06-21,4199.1769
2017-06-28,4206.8136
2017-07-05,4206.9096
2017-07-12,4214.3021
2017-07-19,4218.9159
2017-07-26,4220.5965
2017-08-02,4220.015
2017-08-09,4226.8729
2017-08-16,4225.2516
2017-08-23,4230.6453
2017-08-30,4232.8891
2017-09-06,4231.7604
2017-09-13,4221.1753
2017-09-20,4239.7188
2017-09-27,4237.7642
2017-10-04,4247.1115
2017-10-11,4252.9135
2017-10-18,4257.2745
2017-10-25,4260.4673
2017-11-01,4261.4623
2017-11-08,4266.154
2017-11-15,4270.4543
2017-11-22,4276.6479
2017-11-29,4281.1188
2017-12-06,4283.2962
2017-12-13,4280.2331
2017-12-20,4289.6563
2017-12-27,4293.659
2018-01-03,4291.8219
2018-01-10,4297.8114
2018-01-17,4303.3635
2018-01-24,4309.6571
2018-01-31,4310.2074
2018-02-07,4314.3101
2018-02-14,4315.219
2018-02-21,4318.5347
2018-02-28,4324.8982
2018-03-07,4324.915
2018-03-14,4324.6922
2018-03-21,4332.3503
2018-03-28,4338.0726
2018-04-04,4336.1591
2018-04-11,4344.9912
2018-04-18,4343.5343
2018-04-25,4344.8242
2018-05-02,4346.0735
2018-05-09,4347.3611
2018-05-16,4333.9076
2018-05-23,4336.5593
2018-05-30,4341.1297
2018-06-06,4343.4011
2018-06-13,4344.9614
2018-06-20,4357.7095
2018-06-27,4365.6188
2018-07-04,4359.7644
2018-07-11,4360.4133
2018-07-18,4364.7119
2018-07-25,4372.2796
2018-08-01,4367.1228
2018-08-08,4367.4577
2018-08-15,4366.8785
2018-08-22,4375.574
2018-08-29,4381.9456
2018-09-05,4381.8648
2018-09-12,4391.2067
2018-09-19,4395.2288
2018-09-26,4393.902
2018-10-03,4397.6854
2018-10-10,4396.6194
2018-10-17,4400.492
2018-10-24,4403.0265
2018-10-31,4403.5982
2018-11-07,4402.0695
2018-11-14,4405.7784
2018-11-21,4405.3633
2018-11-28,4404.3735
2018-12-05,4401.739
2018-12-12,4413.7644
2018-12-19,4416.8813
2018-12-26,4412.8746
2019-01-02,4424.8002
2019-01-09,4425.092
2019-01-16,4430.9368
2019-01-23,4435.7283
2019-01-30,4433.1841
2019-02-06,4435.1194
2019-02-13,4438.3427
2019-02-20,4450.5588
2019-02-27,4452.7267
2019-03-06,4453.8146
2019-03-13,4455.8642
2019-03-20,4467.5616
2019-03-27,4461.6421
2019-04-03,4467.9725
2019-04-10,4464.5426
2019-04-17,4474.3434
2019-04-24,4480.1961
2019-05-01,4488.2903
2019-05-08,4486.6791
2019-05-15,4491.9334
2019-05-22,4499.0727
2019-05-29,4498.7499
2019-06-05,4498.9145
2019-06-12,4505.5645
2019-06-19,4511.4702
2019-06-26,4506.05
2019-07-03,4508.0219
2019-07-10,4508.0536
2019-07-17,4512.0368
2019-07-24,4520.2098
2019-07-31,4523.5684
2019-08-07,4524.1147
2019-08-14,4524.3225
2019-08-21,4534.5543
2019-08-28,4525.3944
2019-09-04,4527.8048
2019-09-11,4536.1643
2019-09-18,4540.8421
2019-09-25,4549.2844
2019-10-02,4548.8403
2019-10-09,4549.5386
2019-10-16,4557.4682
2019-10-23,4561.7295
2019-10-30,4565.4908
2019-11-06,4569.264
2019-11-13,4568.5828
2019-11-20,4578.2148
2019-11-27,4592.9204
2019-12-04,4592.6978
2019-12-11,4619.9024
2019-12-18,4608.7213
2019-12-25,4613.1464
2020-01-01,4617.8722
2020-01-08,4619.4605
2020-01-15,4619.037
2020-01-22,4624.2844
2020-01-29,4629.902
2020-02-05,4633.8341
2020-02-12,4632.0255
2020-02-19,4639.9358
2020-02-26,4642.5569
2020-03-04,4648.5351
2020-03-11,4658.6109
2020-03-18,4663.2556
2020-03-25,4683.0715
